t_s,BTC_TASK,BTU_TASK,IDLE0,IDLE1,audio,btController,esp_timer,hciT,input,ipc0,ipc1,maint,ui,charge_coeur0,charge_coeur1
2117.1,0.0,0.0,95.9,86.46,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.53
2127.2,0.0,0.0,95.87,85.74,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,12.28
2137.3,0.0,0.0,95.88,86.46,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.52
2147.4,0.0,0.0,95.89,86.39,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.54
2157.6,0.0,0.0,95.9,85.79,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.73,2.11,12.26
2167.7,0.0,0.0,95.89,86.47,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.52
2177.8,0.0,0.0,95.89,86.49,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,11.53
2187.9,0.0,0.0,95.88,85.73,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.75,2.13,12.3
2198.0,0.0,0.0,95.88,86.46,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.53
2208.2,0.0,0.0,95.89,86.44,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,11.51
2218.3,0.0,0.0,95.88,85.68,11.56,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.74,2.13,12.3
2228.4,0.0,0.0,95.88,86.51,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.51
2238.5,0.0,0.0,95.89,86.48,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.53
2248.6,0.0,0.0,95.88,85.75,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.74,2.12,12.27
2258.8,0.0,0.0,95.87,86.46,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.51
2268.9,0.0,0.0,95.88,86.47,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,11.52
2279.0,0.0,0.0,95.86,85.73,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.74,2.15,12.25
2289.1,0.0,0.0,95.88,86.43,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.53
2299.2,0.0,0.0,95.89,86.54,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.51
2309.4,0.0,0.0,95.88,85.58,11.67,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.73,2.11,12.4
2319.5,0.0,0.0,95.88,86.41,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.52
2329.6,0.0,0.0,95.9,86.51,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.53
2339.7,0.0,0.0,95.89,85.73,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.75,2.12,12.3
2349.8,0.0,0.0,95.88,86.43,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.51
2360.0,0.0,0.0,95.89,86.5,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.52
2370.1,0.0,0.0,95.87,85.76,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.74,2.12,12.28
2380.2,0.0,0.0,95.89,86.49,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.51
2390.3,0.0,0.0,95.88,86.39,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.55
2400.4,0.0,0.0,95.87,85.77,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,12.28
2410.6,0.0,0.0,95.88,86.43,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.5
2420.7,0.0,0.0,95.88,86.47,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.55
2430.8,0.0,0.0,95.87,85.74,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.75,2.13,12.29
2440.9,0.0,0.0,95.88,86.44,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.51
2451.0,0.0,0.0,95.88,86.45,11.55,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.55
2461.2,0.0,0.0,95.88,85.68,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.74,2.13,12.26
2471.3,0.0,0.0,95.88,86.47,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,11.54
2481.4,0.0,0.0,95.89,85.76,12.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,12.27
2491.5,0.0,0.0,95.88,85.73,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.74,2.12,12.24
2501.6,0.0,0.0,95.87,86.48,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.52
2511.8,0.0,0.0,95.88,86.44,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.51
2521.9,0.0,0.0,95.88,85.78,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.74,2.13,12.27
2532.0,0.0,0.0,95.89,86.48,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.51
2542.1,0.0,0.0,95.89,86.47,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,11.5
2552.2,0.0,0.0,95.89,85.75,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.74,2.12,12.26
2562.4,0.0,0.0,95.87,86.51,11.52,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.52
2572.5,0.0,0.0,95.89,86.47,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.54
2582.6,0.0,0.0,95.88,85.68,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.73,2.11,12.27
2592.7,0.0,0.0,95.88,86.51,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.53
2602.8,0.0,0.0,95.89,86.42,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,11.51
2613.0,0.0,0.0,95.88,85.78,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.73,2.12,12.26
2623.1,0.0,0.0,95.88,86.49,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,11.51
2633.2,0.0,0.0,95.87,86.36,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.01,2.1,11.54
2643.3,0.0,0.0,95.88,85.74,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.74,2.12,12.27
2653.4,0.0,0.0,95.89,86.52,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,11.5
2663.6,0.0,0.0,95.89,85.75,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.75,2.13,12.29
2673.7,0.0,0.0,95.74,86.45,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,2.23,11.53
2683.8,0.0,0.0,95.64,86.46,11.51,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0.0,2.33,11.51
2693.9,0.0,0.0,95.75,85.73,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.74,2.26,12.28
2704.1,0.0,0.0,95.78,86.42,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,2.2,11.53
2714.2,0.0,0.0,95.76,86.47,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,2.23,11.5
2724.3,0.0,0.0,95.77,85.61,11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.74,2.22,12.44
2734.4,0.0,0.0,95.75,86.41,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,2.23,11.54
2744.5,0.0,0.0,95.74,86.48,11.54,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.0,2.26,11.54
2754.7,0.0,0.0,95.67,85.67,11.53,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.74,2.32,12.27
2765.3,0.21,0.32,89.49,76.76,11.68,5.35,0.0,0.34,0.2,0.0,0.01,2.45,9.99,8.67,21.68
2775.7,3.45,2.4,75.42,60.6,11.74,9.66,0.1,1.29,0.08,0.0,0.03,3.32,22.49,20.22,34.26
2788.4,32.89,14.56,18.68,58.15,10.74,21.39,0.99,6.41,0.21,0.0,0.0,2.24,28.1,78.48,38.84
2799.9,26.79,11.79,31.89,40.75,31.19,19.69,0.82,5.27,0.24,0.0,0.0,2.31,26.64,66.67,57.83
2811.7,34.11,14.71,19.23,35.76,39.84,21.89,1.05,6.4,0.0,0.0,0.0,2.06,23.87,80.22,63.71
2825.0,34.24,15.32,17.24,35.79,39.81,21.96,1.09,6.74,0.0,0.0,0.0,1.86,22.88,81.21,62.69
2836.1,30.83,13.88,24.94,56.64,40.1,19.61,0.91,6.17,0.0,0.0,0.0,2.06,1.67,73.46,41.77
2846.9,30.42,13.64,26.06,58.6,39.96,19.33,0.9,6.1,0.0,0.0,0.0,2.16,0.0,72.55,39.96
2858.1,30.45,13.88,25.08,57.56,39.79,19.44,0.88,6.26,0.0,0.0,0.0,2.12,0.8,73.03,40.59
2869.1,30.31,13.72,26.0,58.91,39.65,19.34,0.9,6.12,0.0,0.0,0.0,2.16,0.0,72.55,39.65
2880.0,30.2,13.56,25.94,58.47,39.57,19.14,0.89,6.11,0.0,0.0,0.0,2.19,0.0,72.09,39.57
2891.0,30.49,13.79,25.44,57.93,39.65,19.38,0.89,6.24,0.0,0.0,0.0,2.18,0.8,72.97,40.45
2902.1,30.23,13.6,25.97,58.2,40.01,19.24,0.92,6.11,0.0,0.0,0.0,2.15,0.0,72.25,40.01
2913.1,30.07,13.71,26.23,58.2,40.3,19.18,0.91,6.17,0.0,0.0,0.0,2.24,0.0,72.28,40.3
2924.3,30.15,13.7,25.78,57.38,40.02,19.31,0.91,6.22,0.0,0.0,0.0,2.12,0.79,72.41,40.81
2935.2,30.11,13.61,26.42,58.71,39.72,19.16,0.91,6.08,0.0,0.0,0.0,2.19,0.0,72.06,39.72
2946.1,29.72,13.34,26.98,57.71,39.5,18.9,0.91,5.96,0.0,0.0,0.0,2.17,0.79,71.0,40.29
2957.0,29.7,13.33,27.2,58.44,39.72,18.81,0.91,5.94,0.0,0.0,0.0,2.24,0.0,70.93,39.72
2967.9,29.75,13.42,27.09,59.15,39.0,18.84,0.91,6.04,0.0,0.0,0.0,2.17,0.0,71.13,39.0
2978.8,29.65,13.4,27.33,58.16,39.47,18.89,0.9,5.98,0.0,0.0,0.0,2.22,0.8,71.04,40.27
2989.7,29.5,13.39,27.23,58.88,39.11,18.78,0.9,6.04,0.0,0.0,0.0,2.18,0.0,70.79,39.11
3000.6,29.48,13.24,27.72,58.6,39.6,18.74,0.9,5.98,0.0,0.0,0.0,2.11,0.0,70.45,39.6
3011.5,29.56,13.26,27.56,57.83,39.45,18.84,0.9,5.94,0.0,0.0,0.0,2.13,0.79,70.63,40.24
3022.4,29.46,13.25,27.77,58.81,39.55,18.79,0.9,5.93,0.0,0.0,0.0,2.15,0.0,70.48,39.55
3033.2,29.27,13.12,27.71,58.31,39.54,18.67,0.89,5.9,0.0,0.0,0.0,2.28,0.0,70.13,39.54
3044.0,29.43,13.28,27.54,57.41,39.77,18.84,0.9,5.96,0.0,0.0,0.0,2.13,0.82,70.54,40.59
3054.8,29.46,13.29,27.68,57.98,40.16,18.69,0.9,5.9,0.0,0.0,0.0,2.14,0.0,70.38,40.16
3065.6,29.16,13.32,28.25,59.18,38.94,18.46,0.89,5.89,0.0,0.0,0.0,2.2,0.0,69.92,38.94
3076.5,29.31,13.11,28.1,57.88,39.15,18.39,0.88,5.85,0.0,0.0,0.0,2.18,0.81,69.72,39.96
3087.3,29.23,13.17,28.64,59.55,38.58,18.25,0.87,5.8,0.0,0.0,0.0,2.16,0.0,69.48,38.58
3098.1,29.21,13.21,28.2,58.19,38.95,18.39,0.88,5.87,0.0,0.0,0.0,2.21,0.83,69.77,39.78
3108.9,29.08,13.18,28.54,59.2,38.67,18.23,0.86,5.82,0.0,0.0,0.0,2.15,0.0,69.32,38.67
3119.8,29.16,13.22,28.56,59.17,38.73,18.1,0.86,5.81,0.0,0.0,0.0,2.16,0.0,69.31,38.73
3130.6,29.49,13.26,28.5,58.29,39.15,18.09,0.89,5.85,0.0,0.0,0.0,2.24,0.83,69.82,39.98
3141.5,29.25,13.18,28.74,58.7,39.03,17.69,0.87,5.81,0.0,0.0,0.0,2.17,0.0,68.97,39.03
3152.2,29.39,13.18,28.86,58.86,39.23,17.83,0.87,5.84,0.0,0.0,0.0,2.19,0.0,69.3,39.23
3163.0,29.34,13.3,28.8,58.64,38.77,17.75,0.88,5.81,0.0,0.0,0.0,2.25,0.82,69.33,39.59
3173.8,29.28,13.25,28.91,59.11,38.91,17.75,0.87,5.78,0.0,0.0,0.0,2.21,0.0,69.14,38.91
3184.7,29.35,13.22,28.69,58.53,39.3,17.75,0.86,5.82,0.0,0.0,0.0,2.15,0.0,69.15,39.3
3195.5,29.48,13.37,28.53,58.06,39.1,17.71,0.87,5.82,0.0,0.0,0.0,2.17,0.84,69.42,39.94
3206.3,29.32,13.22,28.99,58.87,38.87,17.34,0.93,5.81,0.0,0.0,0.0,2.15,0.0,68.77,38.87
3217.1,29.4,13.29,29.06,58.66,39.19,17.32,0.96,5.85,0.0,0.0,0.0,2.17,0.16,68.99,39.35
3227.9,29.47,13.33,29.03,57.92,39.38,17.25,0.95,5.8,0.0,0.0,0.0,2.09,0.67,68.89,40.05
3238.7,29.24,13.35,29.47,58.55,39.34,16.97,0.94,5.81,0.0,0.0,0.0,2.18,0.0,68.49,39.34
3249.5,29.4,13.31,29.21,57.93,39.32,17.09,0.95,5.85,0.0,0.0,0.0,2.17,0.82,68.77,40.14
3260.3,29.23,13.19,29.48,58.68,39.07,16.92,0.94,5.77,0.0,0.0,0.0,2.25,0.0,68.3,39.07
3271.0,29.35,13.26,29.42,58.43,39.49,16.92,0.94,5.83,0.0,0.0,0.0,2.22,0.0,68.52,39.49
3281.9,29.47,13.25,29.01,57.36,39.71,17.12,0.93,5.79,0.0,0.0,0.0,2.32,0.82,68.88,40.53
3292.7,29.3,13.32,29.13,58.38,39.51,17.23,0.94,5.86,0.0,0.0,0.0,2.2,0.0,68.85,39.51
3303.4,29.11,13.33,29.41,58.58,39.4,16.96,0.94,5.82,0.0,0.0,0.0,2.27,0.0,68.43,39.4
3314.3,29.36,13.46,29.6,57.25,40.21,16.91,0.95,5.84,0.0,0.0,0.0,2.21,0.82,68.73,41.03
3325.0,28.86,13.31,29.7,57.97,39.99,17.19,0.93,5.78,0.0,0.0,0.0,2.19,0.0,68.26,39.99
3335.8,28.62,13.14,29.63,58.01,39.87,17.72,0.89,5.73,0.0,0.0,0.0,2.15,0.0,68.25,39.87
3346.7,28.52,13.12,29.43,57.45,39.72,18.05,0.88,5.76,0.0,0.0,0.0,2.19,0.8,68.52,40.52
3357.4,28.46,13.08,29.37,58.2,39.76,18.22,0.89,5.75,0.0,0.0,0.0,2.21,0.0,68.61,39.76
3368.2,28.74,13.21,28.68,57.65,39.6,18.68,0.88,5.74,0.0,0.0,0.0,2.15,0.83,69.4,40.43
3379.0,28.84,13.19,28.54,58.21,40.04,18.8,0.89,5.75,0.0,0.0,0.0,2.18,0.0,69.65,40.04
3389.7,28.62,13.19,28.4,58.4,39.98,19.38,0.88,5.75,0.0,0.0,0.0,2.23,0.0,70.05,39.98
3400.6,28.03,12.92,28.14,57.43,39.9,20.4,0.84,5.67,0.0,0.0,0.0,2.09,0.81,69.95,40.71
3411.4,28.02,13.02,28.18,57.83,40.65,20.62,0.82,5.65,0.0,0.0,0.0,2.18,0.0,70.31,40.65
3422.2,27.85,12.96,28.03,57.16,40.88,20.56,0.82,5.64,0.0,0.0,0.0,2.15,0.0,69.98,40.88
3433.0,28.04,13.0,27.99,56.93,40.54,20.66,0.83,5.64,0.0,0.0,0.0,2.15,0.82,70.32,41.36
3443.7,27.95,13.03,28.05,57.94,40.28,20.64,0.83,5.63,0.0,0.0,0.0,2.16,0.0,70.24,40.28
3454.5,27.98,13.1,27.9,57.73,40.79,20.72,0.86,5.68,0.0,0.0,0.0,2.19,0.0,70.53,40.79
3465.4,27.99,13.28,27.56,57.37,40.12,20.77,0.88,5.72,0.0,0.0,0.0,2.15,0.83,70.79,40.95
3476.2,27.96,13.17,27.65,58.32,39.79,20.52,0.89,5.72,0.0,0.0,0.0,2.17,0.0,70.43,39.79
3487.0,28.01,13.14,27.7,58.56,39.58,20.56,0.88,5.72,0.0,0.0,0.0,2.21,0.0,70.52,39.58
3497.7,28.09,13.23,27.52,58.39,39.05,20.58,0.89,5.75,0.0,0.0,0.0,2.17,0.84,70.71,39.89
3508.4,27.44,13.09,28.25,60.92,36.93,20.24,0.91,5.79,0.0,0.0,0.0,2.19,0.0,69.66,36.93
3519.2,27.83,13.22,27.98,60.28,37.16,20.31,0.93,5.82,0.0,0.0,0.0,2.18,0.84,70.29,38.0
3530.1,28.06,13.2,27.59,60.29,37.6,20.2,0.92,5.76,0.0,0.0,0.0,2.17,0.0,70.31,37.6
3540.9,28.41,13.17,27.26,59.2,39.18,20.55,0.9,5.86,0.0,0.0,0.0,2.18,0.0,71.07,39.18
3551.8,28.67,13.13,26.98,57.93,39.6,20.6,0.89,5.95,0.0,0.0,0.0,2.14,0.81,71.38,40.41
3562.7,28.41,13.12,27.27,58.94,39.46,20.62,0.86,5.94,0.0,0.0,0.0,2.2,0.0,71.15,39.46
3573.5,28.35,13.16,27.1,58.59,39.63,20.7,0.83,5.91,0.0,0.0,0.0,2.14,0.0,71.09,39.63
3584.4,28.68,13.13,26.84,57.89,39.86,21.1,0.8,5.93,0.0,0.0,0.0,2.13,0.83,71.77,40.69
3595.3,27.63,12.7,26.01,58.18,40.27,23.46,0.77,5.73,0.0,0.0,0.0,2.13,0.0,72.42,40.27
3606.2,27.64,12.7,25.92,58.26,39.98,23.35,0.76,5.74,0.0,0.0,0.0,2.19,0.0,72.38,39.98
3617.1,28.02,12.77,25.68,57.54,40.16,23.39,0.77,5.73,0.0,0.0,0.0,2.12,0.81,72.8,40.97
3628.0,28.01,12.75,25.81,58.82,39.67,23.3,0.77,5.72,0.0,0.0,0.0,2.09,0.0,72.64,39.67
3638.9,28.23,12.74,25.8,58.84,39.59,23.04,0.76,5.7,0.0,0.0,0.0,2.17,0.0,72.64,39.59
3649.7,28.52,12.95,25.38,57.88,39.69,22.98,0.75,5.77,0.0,0.0,0.0,2.11,0.83,73.08,40.52
3660.6,28.58,12.98,25.49,58.87,39.68,22.8,0.74,5.76,0.0,0.0,0.0,2.17,0.0,73.03,39.68
3671.5,29.03,12.99,25.08,57.53,40.18,22.79,0.73,5.78,0.0,0.0,0.0,2.11,0.82,73.43,41.0
3682.4,29.0,12.88,25.45,58.84,39.63,22.57,0.74,5.73,0.0,0.0,0.0,2.09,0.0,73.01,39.63
3693.3,29.23,12.82,25.56,59.06,39.45,22.26,0.74,5.78,0.0,0.0,0.0,2.14,0.0,72.97,39.45
3704.2,29.38,12.84,25.46,58.37,39.33,22.13,0.76,5.77,0.0,0.0,0.0,2.18,0.82,73.06,40.15
3715.2,29.3,13.02,25.56,58.98,39.47,21.93,0.75,5.89,0.0,0.0,0.0,2.12,0.0,73.01,39.47
3726.2,29.38,13.08,25.52,58.96,39.66,21.82,0.76,5.85,0.0,0.0,0.0,2.12,0.0,73.01,39.66
3737.0,29.57,13.1,25.21,57.46,40.11,21.76,0.76,5.88,0.0,0.0,0.0,2.15,0.82,73.22,40.93
3748.0,29.53,13.11,25.74,59.71,38.97,21.51,0.76,5.85,0.0,0.0,0.0,2.18,0.0,72.94,38.97
3758.9,29.51,13.12,25.66,59.24,39.29,21.43,0.76,5.9,0.0,0.0,0.0,2.16,0.0,72.88,39.29
3769.8,29.86,13.11,25.47,57.92,39.85,21.34,0.76,5.84,0.0,0.0,0.0,2.13,0.81,73.04,40.66
3780.8,29.62,13.15,25.89,58.48,39.75,20.96,0.75,5.8,0.0,0.0,0.0,2.12,0.0,72.4,39.75
3791.8,29.64,13.12,25.9,58.84,38.54,20.72,0.76,5.82,0.0,0.0,0.0,2.22,0.82,72.28,39.36
3802.8,29.83,13.23,26.05,59.47,38.94,20.62,0.75,5.85,0.0,0.0,0.0,2.13,0.0,72.41,38.94
3813.8,29.99,13.34,26.18,58.47,40.18,20.42,0.74,5.84,0.0,0.0,0.0,2.14,0.0,72.47,40.18
3824.7,30.08,13.29,25.9,57.78,39.8,20.32,0.74,5.87,0.0,0.0,0.0,2.16,0.82,72.46,40.62
3835.5,30.02,13.19,26.33,59.26,38.97,20.0,0.74,5.8,0.0,0.0,0.0,2.14,0.0,71.89,38.97
3846.5,30.17,13.26,26.32,59.33,38.87,19.76,0.73,5.77,0.0,0.0,0.0,2.18,0.0,71.87,38.87
3857.4,30.46,13.24,25.98,58.15,39.04,19.66,0.73,5.8,0.0,0.0,0.0,2.12,0.82,72.01,39.86
3868.2,30.6,13.29,26.5,59.14,39.4,19.58,0.75,5.78,0.0,0.0,0.0,2.12,0.0,72.12,39.4
3879.2,30.42,13.39,26.27,59.12,39.08,19.42,0.72,5.81,0.0,0.0,0.0,2.11,0.0,71.87,39.08
3890.0,30.51,13.43,26.41,58.73,38.81,19.4,0.74,5.8,0.0,0.0,0.0,2.14,0.81,72.02,39.62
3900.9,30.59,13.38,26.51,59.44,39.1,19.27,0.75,5.84,0.0,0.0,0.0,2.12,0.0,71.95,39.1
3911.8,30.61,13.37,26.36,58.37,39.0,19.24,0.74,5.83,0.0,0.0,0.0,2.11,0.82,71.9,39.82
3922.7,30.51,13.45,26.61,59.03,39.23,18.99,0.74,5.82,0.0,0.0,0.0,2.13,0.0,71.64,39.23
3933.7,30.36,13.36,26.82,58.66,39.56,18.96,0.73,5.81,0.0,0.0,0.0,2.14,0.0,71.36,39.56
3944.7,30.44,13.28,26.8,58.42,38.79,18.75,0.73,5.79,0.0,0.0,0.0,2.21,0.79,71.2,39.58
3955.6,30.51,13.28,26.87,59.29,38.72,18.81,0.73,5.81,0.0,0.0,0.0,2.14,0.0,71.28,38.72
3966.5,30.61,13.29,26.42,58.91,39.18,18.85,0.73,5.83,0.0,0.0,0.0,2.29,0.0,71.6,39.18
3977.5,30.73,13.48,26.19,57.79,39.57,19.03,0.73,5.87,0.0,0.0,0.0,2.14,0.83,71.98,40.4
3988.5,30.54,13.29,26.52,58.68,39.34,18.95,0.73,5.83,0.0,0.0,0.0,2.13,0.0,71.47,39.34
3999.5,30.53,13.33,26.49,58.84,39.18,19.05,0.73,5.82,0.0,0.0,0.0,2.13,0.0,71.59,39.18
4010.3,30.63,13.33,26.46,58.16,39.25,19.0,0.74,5.84,0.0,0.0,0.0,2.17,0.81,71.71,40.06
4021.2,30.63,13.39,26.83,58.51,39.94,18.93,0.74,5.86,0.0,0.0,0.0,2.15,0.0,71.7,39.94
4032.1,30.47,13.38,26.72,57.91,39.49,18.9,0.73,5.81,0.0,0.0,0.0,2.15,0.81,71.44,40.3
4043.0,30.46,13.32,26.75,58.7,39.43,18.97,0.73,5.87,0.0,0.0,0.0,2.14,0.0,71.49,39.43
4053.8,30.47,13.34,26.71,58.7,39.57,18.91,0.73,5.86,0.0,0.0,0.0,2.11,0.0,71.42,39.57
4064.8,30.67,13.48,26.55,58.08,39.62,19.08,0.71,5.94,0.0,0.0,0.0,2.13,0.82,72.01,40.44
4075.7,30.35,13.26,26.89,58.6,39.51,18.88,0.72,5.82,0.0,0.0,0.0,2.12,0.0,71.15,39.51
4086.6,30.41,13.29,26.84,59.11,39.13,19.09,0.72,5.87,0.0,0.0,0.0,2.1,0.0,71.48,39.13
4097.7,30.29,13.34,26.66,57.86,39.42,18.98,0.73,5.91,0.0,0.0,0.0,2.15,0.8,71.4,40.22
4108.5,30.12,13.33,27.05,58.71,39.53,18.9,0.71,5.94,0.0,0.0,0.0,2.15,0.0,71.15,39.53
4119.4,30.04,13.35,27.03,58.6,39.61,18.97,0.72,5.94,0.0,0.0,0.0,2.14,0.0,71.16,39.61
4130.3,30.21,13.38,26.78,57.91,39.51,19.03,0.73,5.93,0.0,0.0,0.0,2.13,0.8,71.41,40.31
4141.2,29.65,13.35,27.49,58.76,39.4,18.91,0.71,5.95,0.0,0.0,0.0,2.14,0.0,70.71,39.4
4152.0,29.89,13.46,27.31,57.94,39.62,18.91,0.71,5.93,0.0,0.0,0.0,2.19,0.82,71.09,40.44
4163.0,29.57,13.23,27.69,58.67,39.15,18.55,0.7,5.88,0.0,0.0,0.0,2.15,0.0,70.08,39.15
4173.9,29.62,13.29,27.81,58.83,39.24,18.65,0.71,5.89,0.0,0.0,0.0,2.12,0.0,70.28,39.24
4184.8,29.46,13.28,27.79,57.23,40.03,18.78,0.72,5.89,0.0,0.0,0.0,2.17,0.81,70.3,40.84
4195.6,29.27,13.28,28.16,58.52,39.68,18.73,0.72,5.89,0.0,0.0,0.0,2.18,0.0,70.07,39.68
4206.4,29.1,13.11,28.51,58.61,39.23,18.43,0.72,5.83,0.0,0.0,0.0,2.12,0.0,69.31,39.23
4217.1,29.38,13.26,28.17,58.02,39.37,18.59,0.72,5.91,0.0,0.0,0.0,2.2,0.82,70.06,40.19
4228.0,29.01,13.28,28.44,58.67,39.13,18.38,0.73,5.81,0.0,0.0,0.0,2.13,0.0,69.34,39.13
4238.8,29.01,13.23,29.05,59.59,38.35,17.93,0.71,5.78,0.0,0.0,0.0,2.19,0.0,68.85,38.35
4249.7,29.26,13.34,29.0,57.47,39.88,17.85,0.72,5.83,0.0,0.0,0.0,2.19,0.82,69.19,40.7
4260.5,29.05,13.34,29.24,57.89,40.15,17.67,0.72,5.84,0.0,0.0,0.0,2.16,0.0,68.78,40.15
4271.3,29.12,13.47,29.16,57.95,40.28,17.75,0.71,5.82,0.0,0.0,0.0,2.21,0.0,69.08,40.28
4282.2,29.13,13.33,29.07,57.42,39.45,17.53,0.71,5.82,0.0,0.0,0.0,2.17,0.81,68.69,40.26
4292.9,29.16,13.33,29.44,58.13,39.77,17.21,0.71,5.84,0.0,0.0,0.0,2.14,0.0,68.39,39.77
4303.6,29.24,13.32,29.67,57.69,39.54,17.09,0.72,5.85,0.0,0.0,0.0,2.23,0.82,68.45,40.36
4314.4,28.83,13.32,30.26,59.06,38.81,16.73,0.7,5.79,0.0,0.0,0.0,2.19,0.0,67.56,38.81
4325.2,29.19,13.26,30.16,58.16,39.86,16.8,0.7,5.73,0.0,0.0,0.0,2.23,0.0,67.91,39.86
4336.0,29.54,13.37,29.39,57.02,40.32,17.09,0.7,5.81,0.0,0.0,0.0,2.25,0.83,68.76,41.15
4346.8,29.36,13.18,29.31,58.68,39.19,17.26,0.74,5.79,0.0,0.0,0.0,2.22,0.0,68.55,39.19
4357.6,29.06,13.31,29.25,59.03,38.84,17.47,0.78,5.8,0.0,0.0,0.0,2.23,0.0,68.65,38.84
4368.5,29.06,13.35,28.55,57.44,39.9,18.36,0.78,5.85,0.0,0.0,0.0,2.15,0.82,69.55,40.72
4379.3,29.04,13.37,28.3,58.04,40.19,18.82,0.77,5.85,0.0,0.0,0.0,2.14,0.0,69.99,40.19
4390.1,29.0,13.32,27.75,58.29,39.69,19.22,0.77,5.8,0.0,0.0,0.0,2.2,0.0,70.31,39.69
