t_s,BTC_TASK,BTU_TASK,IDLE0,IDLE1,audio,btController,esp_timer,hciT,input,ipc0,ipc1,maint,ui,charge_coeur0,charge_coeur1
6581.4,0.0,0.0,95.25,81.0,16.37,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.37
6591.6,0.0,0.0,95.26,81.0,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
6601.7,0.0,0.0,95.26,80.29,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,17.09
6611.8,0.0,0.0,95.24,81.0,16.34,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.34
6621.9,0.0,0.0,95.24,81.06,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.36
6632.0,0.0,0.0,95.26,80.27,16.38,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,17.11
6642.2,0.0,0.0,95.26,81.03,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.36
6652.3,0.0,0.0,95.25,81.01,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.35
6662.4,0.0,0.0,95.23,80.3,16.37,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,17.1
6672.5,0.0,0.0,95.24,80.76,16.57,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.57
6682.6,0.0,0.0,95.25,81.02,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
6692.8,0.0,0.0,95.26,80.26,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,17.09
6702.9,0.0,0.0,95.25,81.08,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.36
6713.0,0.0,0.0,95.25,80.99,16.38,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.38
6723.1,0.0,0.0,95.25,80.29,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,17.09
6733.2,0.0,0.0,95.26,81.0,16.34,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.34
6743.4,0.0,0.0,95.25,81.01,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.35
6753.5,0.0,0.0,95.25,80.36,16.39,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.71,2.14,17.1
6763.6,0.0,0.0,95.24,80.97,16.37,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.37
6773.7,0.0,0.0,95.25,81.0,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
6783.8,0.0,0.0,95.23,80.28,16.34,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,17.07
6794.0,0.0,0.0,95.24,81.06,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
6804.1,0.0,0.0,95.25,81.0,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
6814.2,0.0,0.0,95.25,80.29,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,17.1
6824.3,0.0,0.0,95.25,80.98,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
6834.4,0.0,0.0,95.25,81.03,16.34,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.34
6844.6,0.0,0.0,95.24,80.32,16.37,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,17.1
6854.7,0.0,0.0,95.25,80.97,16.37,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.37
6864.8,0.0,0.0,95.25,81.06,16.33,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.33
6874.9,0.0,0.0,95.23,80.31,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,17.09
6885.0,0.0,0.0,95.23,81.02,16.34,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.34
6895.2,0.0,0.0,95.25,80.97,16.4,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.4
6905.3,0.0,0.0,95.19,80.12,16.53,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.74,2.19,17.27
6915.4,0.0,0.0,95.24,81.25,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.08
6925.5,0.0,0.0,95.25,81.24,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.08
6935.6,0.0,0.0,95.26,80.65,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.74,2.13,16.83
6945.8,0.0,0.0,95.23,81.25,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.1
6955.9,0.0,0.0,95.24,81.24,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
6966.0,0.0,0.0,95.25,80.6,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.79
6976.1,0.0,0.0,95.23,81.25,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
6986.2,0.0,0.0,95.24,81.35,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.08
6996.4,0.0,0.0,95.24,80.52,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.85
7006.5,0.0,0.0,95.24,81.25,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
7016.6,0.0,0.0,95.24,81.28,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.09
7026.7,0.0,0.0,95.25,80.61,16.05,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.72,2.15,16.77
7036.8,0.0,0.0,95.25,81.31,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
7047.0,0.0,0.0,95.25,81.27,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
7057.1,0.0,0.0,95.26,80.57,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,16.81
7067.2,0.0,0.0,95.24,81.28,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.09
7077.3,0.0,0.0,95.24,81.31,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
7087.4,0.0,0.0,95.26,80.54,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.83
7097.6,0.0,0.0,95.24,81.29,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.09
7107.7,0.0,0.0,95.25,81.32,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.07
7117.8,0.0,0.0,95.23,80.55,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.74,2.15,16.84
7127.9,0.0,0.0,95.26,81.26,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
7138.0,0.0,0.0,95.25,80.56,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.75,2.14,16.83
7148.2,0.0,0.0,95.23,81.05,16.26,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.26
7158.3,0.0,0.0,95.23,81.34,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
7168.4,0.0,0.0,95.26,80.54,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,16.85
7178.5,0.0,0.0,95.23,81.3,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.06
7188.7,0.0,0.0,95.23,81.29,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
7198.8,0.0,0.0,95.25,80.48,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.85
7208.9,0.0,0.0,95.24,81.3,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.07
7219.0,0.0,0.0,95.26,81.29,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.12
7229.1,0.0,0.0,95.25,80.62,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.81
7239.3,0.0,0.0,95.23,81.28,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
7249.4,0.0,0.0,95.25,81.22,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.11
7259.5,0.0,0.0,95.27,80.62,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.72,2.14,16.79
7269.6,0.0,0.0,95.25,81.29,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.11
7279.8,0.0,0.0,95.26,81.28,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
7289.9,0.0,0.0,95.27,80.6,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,16.8
7300.0,0.0,0.0,95.22,81.25,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.1
7310.1,0.0,0.0,95.25,81.29,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.08
7320.3,0.0,0.0,95.26,80.57,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.79
7330.4,0.0,0.0,95.24,81.3,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.12
7340.5,0.0,0.0,95.25,81.25,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
7350.6,0.0,0.0,95.24,80.65,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.72,2.17,16.81
7360.8,0.0,0.0,95.24,81.23,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
7370.9,0.0,0.0,95.24,81.33,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.08
7381.0,0.0,0.0,95.24,80.55,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.85
7391.1,0.0,0.0,95.24,81.03,16.31,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.31
7401.2,0.0,0.0,95.25,81.28,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
7411.4,0.0,0.0,95.23,80.62,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.73,2.17,16.82
7421.5,0.0,0.0,95.24,81.27,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
7431.6,0.0,0.0,95.25,81.28,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
7441.7,0.0,0.0,95.25,80.55,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,16.81
7451.8,0.0,0.0,95.24,81.28,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.08
7462.0,0.0,0.0,95.24,81.31,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
7472.1,0.0,0.0,95.25,80.52,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.84
7482.2,0.0,0.0,95.25,81.32,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.06
7492.3,0.0,0.0,95.24,81.29,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.1
7502.4,0.0,0.0,95.24,80.57,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.74,2.15,16.82
7512.6,0.0,0.0,95.24,81.21,16.13,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.13
7522.7,0.0,0.0,95.25,81.26,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
7532.8,0.0,0.0,95.25,80.61,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.79
7542.9,0.0,0.0,95.23,81.26,16.12,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.12
7553.0,0.0,0.0,95.24,81.31,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.07
7563.2,0.0,0.0,95.26,80.58,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.81
7573.3,0.0,0.0,95.25,81.31,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
7583.4,0.0,0.0,95.25,81.24,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.11
7593.5,0.0,0.0,95.24,80.6,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.81
7603.6,0.0,0.0,95.25,81.26,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
7613.8,0.0,0.0,95.25,81.31,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
7623.9,0.0,0.0,95.23,80.52,16.13,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.86
7634.0,0.0,0.0,95.23,81.25,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.07
7644.1,0.0,0.0,95.24,81.09,16.3,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.3
7654.2,0.0,0.0,95.25,80.58,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.8
7664.4,0.0,0.0,95.24,81.29,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
7674.5,0.0,0.0,95.24,81.29,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.07
7684.6,0.0,0.0,95.24,80.55,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,16.85
7694.7,0.0,0.0,95.24,81.25,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
7704.8,0.0,0.0,95.25,81.29,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.08
7715.0,0.0,0.0,95.24,80.55,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.79
7725.1,0.0,0.0,95.24,81.34,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.09
7735.2,0.0,0.0,95.25,81.25,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
7745.3,0.0,0.0,95.24,80.58,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.72,2.15,16.8
7755.4,0.0,0.0,95.24,81.24,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.09
7765.6,0.0,0.0,95.24,81.32,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.11
7775.7,0.0,0.0,95.26,80.57,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.84
7785.8,0.0,0.0,95.24,81.28,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
7795.9,0.0,0.0,95.24,81.27,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.07
7806.0,0.0,0.0,95.26,80.56,16.13,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.86
7816.2,0.0,0.0,95.25,81.25,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.08
7826.3,0.0,0.0,95.24,81.26,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.07
7836.4,0.0,0.0,95.25,80.66,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.72,2.15,16.83
7846.5,0.0,0.0,95.24,81.26,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.08
7856.6,0.0,0.0,95.25,81.29,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.07
7866.8,0.0,0.0,95.23,80.57,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.8
7876.9,0.0,0.0,95.25,81.32,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.09
7887.0,0.0,0.0,95.25,81.24,16.13,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.13
7897.1,0.0,0.0,95.24,80.58,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,16.79
7907.2,0.0,0.0,95.25,81.25,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.08
7917.4,0.0,0.0,95.24,81.28,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.07
7927.5,0.0,0.0,95.24,80.61,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.72,2.13,16.81
7937.6,0.0,0.0,95.25,81.26,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
7947.7,0.0,0.0,95.25,81.28,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
7957.8,0.0,0.0,95.25,80.15,16.51,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,17.24
7968.0,0.0,0.0,95.24,80.97,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
7978.1,0.0,0.0,95.25,81.01,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.35
7988.2,0.0,0.0,95.24,80.34,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,17.09
7998.3,0.0,0.0,95.24,80.96,16.38,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.38
8008.4,0.0,0.0,95.26,81.03,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.36
8018.6,0.0,0.0,95.26,80.33,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,17.09
8028.7,0.0,0.0,95.24,80.99,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
8038.8,0.0,0.0,95.26,81.0,16.37,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.37
8048.9,0.0,0.0,95.26,80.31,16.34,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,17.07
8059.0,0.0,0.0,95.24,80.98,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.36
8069.2,0.0,0.0,95.24,81.0,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.35
8079.3,0.0,0.0,95.24,80.34,16.41,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.72,2.15,17.13
8089.4,0.0,0.0,95.25,81.03,16.33,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.33
8099.5,0.0,0.0,95.25,80.98,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.36
8109.6,0.0,0.0,95.24,80.32,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,17.09
8119.8,0.0,0.0,95.25,81.01,16.38,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.38
8129.9,0.0,0.0,95.26,80.96,16.38,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.38
8140.0,0.0,0.0,95.26,80.31,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,17.08
8150.1,0.0,0.0,95.23,81.02,16.34,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,16.34
8160.2,0.0,0.0,95.24,81.01,16.4,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.4
8170.4,0.0,0.0,95.25,80.25,16.34,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,17.07
8180.5,0.0,0.0,95.24,81.09,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
8190.6,0.0,0.0,95.25,80.97,16.39,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.39
8200.7,0.0,0.0,95.23,80.3,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,17.08
8210.8,0.0,0.0,95.23,81.59,15.75,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,15.75
8221.0,0.0,0.0,95.25,81.91,15.46,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,15.46
8231.1,0.0,0.0,95.25,81.23,15.37,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,16.11
8241.2,0.0,0.0,95.24,82.02,15.41,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,15.41
8251.3,0.0,0.0,95.27,81.25,15.42,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.15
8261.4,0.0,0.0,95.22,81.95,15.41,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,15.41
8271.6,0.0,0.0,95.24,81.96,15.4,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,15.4
8281.7,0.0,0.0,95.26,81.21,15.44,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.72,2.16,16.16
8291.8,0.0,0.0,95.24,82.01,15.38,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,15.38
8301.9,0.0,0.0,95.24,81.93,15.44,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,15.44
8312.1,0.0,0.0,95.24,81.27,15.4,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.72,2.16,16.12
8322.2,0.0,0.0,95.24,81.97,15.38,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,15.38
8332.3,0.0,0.0,95.24,81.93,15.44,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,15.44
8342.4,0.0,0.0,95.25,81.25,15.4,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,16.13
8352.6,0.0,0.0,95.24,81.96,15.39,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,15.39
8362.7,0.0,0.0,95.24,81.94,15.44,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,15.44
8372.8,0.0,0.0,95.26,81.32,15.39,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.73,2.13,16.12
8382.9,0.0,0.0,95.24,81.98,15.38,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,2.14,15.38
8393.0,0.0,0.0,95.24,81.91,15.45,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,15.45
8403.2,0.0,0.0,95.27,81.0,15.69,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,16.43
8413.3,0.0,0.0,95.24,80.96,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.35
8423.4,0.0,0.0,95.25,80.99,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.35
8433.5,0.0,0.0,95.26,80.36,16.39,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,17.12
8443.7,0.0,0.0,95.24,81.03,16.33,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.33
8453.8,0.0,0.0,95.24,81.02,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.35
8463.9,0.0,0.0,95.25,80.28,16.38,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.72,2.15,17.1
8474.0,0.0,0.0,95.23,81.01,16.37,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.37
8484.1,0.0,0.0,95.25,80.96,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
8494.3,0.0,0.0,95.25,80.36,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,17.09
8504.4,0.0,0.0,95.24,80.97,16.39,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.39
8514.5,0.0,0.0,95.24,80.95,16.39,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.39
8524.6,0.0,0.0,95.25,80.3,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.74,2.14,17.09
8534.7,0.0,0.0,95.25,81.04,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
8544.9,0.0,0.0,95.24,81.03,16.33,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.33
8555.0,0.0,0.0,95.24,80.26,16.39,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,17.12
8565.1,0.0,0.0,95.24,80.96,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.36
8575.2,0.0,0.0,95.25,81.03,16.35,0.0,0.0,0.0,0.0,0.0,0.0,2.11,0.0,2.11,16.35
8585.3,0.0,0.0,95.25,80.36,16.34,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.72,2.15,17.06
8595.5,0.0,0.0,95.24,80.99,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.36
8605.6,0.0,0.0,95.25,81.0,16.37,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.37
8615.7,0.0,0.0,95.24,80.29,16.36,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.73,2.15,17.09
8625.8,0.0,0.0,95.24,80.9,16.42,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.42
8635.9,0.0,0.0,95.24,81.32,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
8646.1,0.0,0.0,95.26,80.55,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.72,2.15,16.81
8656.2,0.0,0.0,95.25,81.3,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
8666.3,0.0,0.0,95.25,81.28,16.07,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.07
8676.4,0.0,0.0,95.23,80.6,16.09,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.82
8686.5,0.0,0.0,95.24,81.25,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.11
8696.7,0.0,0.0,95.26,81.29,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
8706.8,0.0,0.0,95.24,80.6,16.06,0.0,0.0,0.0,0.0,0.0,0.0,2.16,0.73,2.16,16.79
8716.9,0.0,0.0,95.24,81.29,16.08,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,2.13,16.08
8727.0,0.0,0.0,95.26,81.27,16.1,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,16.1
8737.1,0.0,0.0,95.25,80.56,16.11,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.73,2.14,16.84
